PROVIDER_ID,ORGANIZATION_ID,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES,SYNTHEA_CITY
3057454,1000354,Jonas Oberbrunner,M,GENERAL PRACTICE,14801 HOLLAND RD,BROOK PARK,OH,441423092,41.395688,-81.800128,3404,0,CLEVELAND
3057455,1000355,Miguel Aufderhar,M,GENERAL PRACTICE,25920 ELM ST,OLMSTED FALLS,OH,441381656,41.377182,-81.90736133333333,22,0,CLEVELAND
3057456,1000356,Fausto Maggio,M,GENERAL PRACTICE,8310 DETROIT AVE,CLEVELAND,OH,441021806,41.481128,-81.7419366,6601,0,CLEVELAND
3057457,1000357,Manual Doyle,M,GENERAL PRACTICE,10204 GRANGER RD,GARFIELD HEIGHTS,OH,441253106,41.41696942708333,-81.612309515625,3366,0,CLEVELAND
3057458,1000358,Roland Kling,M,GENERAL PRACTICE,29125 CHAGRIN BLVD.,PEPPER PIKE,OH,441224622,41.4606207,-81.4599647,56925,0,CLEVELAND
3057459,1000359,Erick Carroll,M,GENERAL PRACTICE,18810 HARVARD AVE,CLEVELAND,OH,441226848,41.4481535,-81.646729,13387,0,CLEVELAND
3057460,1000360,Randolph Dach,M,GENERAL PRACTICE,165 W. BAGLEY RD.,BEREA,OH,440171856,41.3726852,-81.85924541937001,339572,0,CLEVELAND
3057461,1000361,Vida Streich,F,GENERAL PRACTICE,6681 RIDGE RD,BRECKSVILLE,OH,441413191,41.3197763,-81.6267904,14638,0,CLEVELAND
3057462,1000362,Chester Rolfson,M,GENERAL PRACTICE,3600 FRANKLIN BLVD,CLEVELAND,OH,441132831,41.48666325000001,-81.7131832214663,6463,0,CLEVELAND
3057463,1000363,Harold Macejkovic,M,GENERAL PRACTICE,325 ALPHA PARK,RICHMOND HEIGHTS,OH,441432142,41.552829,-81.510121,3034,0,CLEVELAND
3057464,1000364,Elayne Renner,F,GENERAL PRACTICE,18697 BAGLEY RD,STRONGSVILLE,OH,441369500,41.3144733,-81.83511,168625,0,CLEVELAND
3057465,1000365,Laurence Legros,M,GENERAL PRACTICE,13815 KINSMAN RD,CLEVELAND,OH,441204417,41.4648285,-81.5864939,7420,0,CLEVELAND
3057466,1000366,Carrol Boyer,M,GENERAL PRACTICE,8748 BRECKSVILLE RD STE 204,BRECKSVILLE,OH,441411985,41.324536745749526,-81.62694148427646,29,0,CLEVELAND
3057467,1000367,Neal Miller,M,GENERAL PRACTICE,5813 MAYFIELD RD STE 201,MAYFIELD HTS,OH,441242937,41.520124,-81.47021433333333,650,0,CLEVELAND
3057468,1000368,Pamala Reilly,F,GENERAL PRACTICE,255 FRONT ST,BEREA,OH,440171943,41.37159345,-81.85371757981835,486,0,CLEVELAND
3057469,1000369,Yolanda Medrano,F,GENERAL PRACTICE,1956 E 79TH STREET,CLEVELAND,OH,44103,41.504811,-81.63363336363636,1962591,0,CLEVELAND
3057470,1000370,Sindy Boyer,F,GENERAL PRACTICE,127 ANDERSON ST,CLEVELAND HEIGHTS,OH,441183413,41.5200518,-81.556235,584474,0,CLEVELAND
3057471,1000371,Maricruz O'Conner,F,GENERAL PRACTICE,9001 W 130TH ST,NORTH ROYALTON,OH,441331011,41.34336973002064,-81.78509037863239,69963,0,CLEVELAND
3057472,1000372,Jimmie Bradtke,M,GENERAL PRACTICE,26250 EUCLID AVE,EUCLID,OH,441323305,41.59016934062978,-81.49813731445767,426,0,CLEVELAND
3057473,1000373,Sherice Tillman,F,GENERAL PRACTICE,1416 W PLEASANT VALLEY RD,PARMA,OH,441346720,41.36157244265657,-81.68978687551768,2202,0,CLEVELAND
3057474,1000374,Essie Pfeffer,F,GENERAL PRACTICE,14077 CEDAR RD STE LL4,SOUTH EUCLID,OH,441183332,41.50166915,-81.53322717463692,1876,0,CLEVELAND
3057475,1000375,Melvin Weissnat,F,GENERAL PRACTICE,845 SOM CENTER ROAD,MAYFIELD VILLAGE,OH,441433580,41.5133582,-81.58238041676734,115999,0,CLEVELAND
3057476,1000376,Danika Johns,F,GENERAL PRACTICE,10505 SAINT CLAIR AVE STE 101,CLEVELAND,OH,441084141,41.539221,-81.614744,485769,0,CLEVELAND
3057477,1000377,Karima Quigley,F,GENERAL PRACTICE,12100 SUPERIOR AVENUE,CLEVELAND,OH,441061444,41.522963,-81.601628,261662,0,CLEVELAND
3057478,1000378,Penny Legros,F,GENERAL PRACTICE,25201 CHAGRIN BLVD STE 390,BEACHWOOD,OH,441225637,41.464525555555554,-81.50023153968255,112775,0,CLEVELAND
3057479,1000379,Merle Toy,M,GENERAL PRACTICE,7007 POWERS BLVD,SEVEN HILLS,OH,441314441,41.3953304,-81.6762392,2165847,0,CLEVELAND
3057480,1000380,Ana Aufderhar,F,GENERAL PRACTICE,18901 LAKE SHORE BLVD,EUCLID,OH,441191078,41.5931049,-81.5267873,1983,0,CLEVELAND
3057481,1000381,Dorthey Hane,F,GENERAL PRACTICE,3545 RIDGE RD,CLEVELAND,OH,441025465,41.4606711,-81.73685930623839,207338,0,CLEVELAND
3057482,1000382,Jeffery Swaniawski,M,GENERAL PRACTICE,6111 OAK TREE BLVD STE 301,INDEPENDENCE,OH,441312585,41.39763531034483,-81.66080003448276,559796,0,CLEVELAND
3057483,1000383,Patricia Delgadillo,F,GENERAL PRACTICE,12201 EUCLID AVE,CLEVELAND,OH,441064310,41.5139389,-81.5996156,175146,0,CLEVELAND
3057484,1000384,Lucina Sporer,F,GENERAL PRACTICE,4401 W 150TH STREET,CLEVELAND,OH,441351311,41.43487846666667,-81.8011194,179194,0,CLEVELAND
3057485,1000385,Darrick Kirlin,M,GENERAL PRACTICE,11100 EUCLID AVE,WESTLAKE,OH,441455265,41.4553232,-81.9179174,186721,0,CLEVELAND
3057486,1000386,Ali Haley,M,GENERAL PRACTICE,1919 BISHOP RD,WICKLIFFE,OH,440922518,41.59825193548387,-81.48066921505375,983,0,CLEVELAND
3057487,1000387,Malissa Mayer,F,GENERAL PRACTICE,4161 RIDGE ROAD,CLEVELAND,OH,441441439,41.44366122222222,-81.735153,8377,0,CLEVELAND
3057488,1000388,Leonor Alcaraz,F,GENERAL PRACTICE,21800 CHARDON RD,EUCLID,OH,441172125,41.56784350908665,-81.52892715006084,2942,0,CLEVELAND
3057489,1000389,Malika Lang,F,GENERAL PRACTICE,22709 LAKE RD,ROCKY RIVER,OH,441161021,41.48146752670547,-81.8723554918046,25994,0,CLEVELAND
3057490,1000390,Elliott Sauer,M,GENERAL PRACTICE,2801 E ROYALTON RD,BROADVIEW HEIGHTS,OH,441472827,41.3169262,-81.6475578,483,0,CLEVELAND
3057491,1000391,Sebastian Ritchie,M,GENERAL PRACTICE,4110 ROCKY RIVER DR,CLEVELAND,OH,441351175,41.44247654545455,-81.81916172727273,2578,0,CLEVELAND
3057492,1000392,Delmer Medhurst,M,GENERAL PRACTICE,10204 GRANGER RD,GARFIELD HEIGHTS,OH,441253106,41.41696942708333,-81.612309515625,4184,0,CLEVELAND
3057493,1000393,Bobbie Dibbert,M,GENERAL PRACTICE,8787 Brookpark Road,Parma,OH,44129,41.4048,-81.7229,717950,0,CLEVELAND
3057494,1000394,Jefferey Block,M,GENERAL PRACTICE,4242 Lorain Avenue,Cleveland,OH,44113,41.479897,-81.71472,1571152,0,CLEVELAND
3057495,1000395,Jesusa Luettgen,F,GENERAL PRACTICE,2358 PROFESSOR AVENUE,CLEVELAND,OH,441134630,41.4800922,-81.6854104,1032637,0,CLEVELAND
3057496,1000396,Leo Bahringer,M,GENERAL PRACTICE,7377 RIDGE RD,PARMA,OH,441296602,41.364378260734604,-81.73453960182762,2195,0,CLEVELAND
3057497,1000397,Dave Ortiz,M,GENERAL PRACTICE,7260 RIDGE RD,PARMA,OH,441296636,41.36885259259259,-81.73484737037036,1585,0,CLEVELAND
3057498,1000398,Kai Feeney,F,GENERAL PRACTICE,5700 Pearl Road Suite 102,Parma,OH,44129,41.406796,-81.74186,1492194,0,CLEVELAND
3057499,1000399,Patria Willms,F,GENERAL PRACTICE,5200 MARYMOUNT VILLAGE DRIVE,GARFIELD HEIGHTS,OH,441252973,41.4169974,-81.6059581,118494,0,CLEVELAND
3057500,1000400,Grover Jaskolski,M,GENERAL PRACTICE,1575 BRAINARD RD,LYNDHURST,OH,441243096,41.5179757,-81.475265,194,0,CLEVELAND
3057501,1000401,Edwardo Heaney,M,GENERAL PRACTICE,7664 BROADVIEW RD,PARMA,OH,441346746,41.35711807961169,-81.68469099219176,323992,0,CLEVELAND
3057502,1000402,Jacquelin Graham,F,GENERAL PRACTICE,25988 HIGHLAND RD,RICHMOND HEIGHTS,OH,44143,41.55266610526316,-81.49853510526316,1344,0,CLEVELAND
3057503,1000403,Spencer Jacobson,M,GENERAL PRACTICE,27801 EUCLID AVENUE  SUITE 300,EUCLID,OH,441323548,41.5948742794885,-81.49015044697582,19004,0,CLEVELAND
3057504,1000404,Magnolia Bode,F,GENERAL PRACTICE,12000 MCCRACKEN RD,WARRENSVILLE HEIGHTS,OH,441285631,41.4323878,-81.5105218,131968,0,CLEVELAND
3057505,1000405,Darwin Graham,M,GENERAL PRACTICE,7007 POWERS BLVD,PARMA,OH,441295437,41.3815042,-81.73071857450245,534071,0,CLEVELAND
3057506,1000406,Shad Stark,M,GENERAL PRACTICE,16600 W SPRAGUE RD STE 35,MIDDLEBURG HEIGHTS,OH,441306318,41.35080409075342,-81.81062659931507,1556,0,CLEVELAND
3057507,1000407,Marjorie Cassin,F,GENERAL PRACTICE,2187 OVERLOOK RD,CLEVELAND,OH,441062323,41.50249745298279,-81.59826487389353,673,0,CLEVELAND
3057508,1000408,Damon Cartwright,M,GENERAL PRACTICE,2351 E 22ND ST,CLEVELAND,OH,441153111,41.4961455,-81.67434852018226,6678812,0,CLEVELAND
3057509,1000409,Twyla Marquardt,F,GENERAL PRACTICE,20800 WESTGATE MALL,FAIRVIEW PARK,OH,441261318,41.459308,-81.852652,1555,0,CLEVELAND
3057510,1000410,Dalton Mraz,M,GENERAL PRACTICE,5955 RIDGE RD,PARMA,OH,441293936,41.400877888888886,-81.734485,445584,0,CLEVELAND
3057511,1000411,Corene Monahan,F,GENERAL PRACTICE,24579 BROADWAY AVE,OAKWOOD,OH,441466338,41.36311507268171,-81.50531060651629,41,0,CLEVELAND
3057512,1000412,Phillip Feeney,M,GENERAL PRACTICE,2181 AMBLESIDE DR,CLEVELAND,OH,441064645,41.498076488423884,-81.6044678875511,252,0,CLEVELAND
3057513,1000413,Johnnie Renner,F,GENERAL PRACTICE,5442 RAE RD,LYNDHURST,OH,441241342,41.523566,-81.4871923,1413,0,CLEVELAND
3057514,1000414,Virgen Hilll,F,GENERAL PRACTICE,2307 W 14TH ST,PARMA,OH,441295437,41.3822398,-81.7355692,3141429,0,CLEVELAND
3057515,1000415,Philomena Pouros,F,GENERAL PRACTICE,12504 CEDAR RD,CLEVELAND HEIGHTS,OH,441063217,41.500358950000006,-81.59054515671598,5698,0,CLEVELAND
3057516,1000416,Abraham Leuschke,M,GENERAL PRACTICE,16101 EUCLID BEACH BLVD,CLEVELAND,OH,441101175,41.58120499278274,-81.56884241743323,8730,0,CLEVELAND
3057517,1000417,Terese Marquardt,F,GENERAL PRACTICE,12300 MCCRACKEN ROAD,GARFIELD HEIGHTS,OH,441252914,41.42116765,-81.59820934596104,1515245,0,CLEVELAND
3057518,1000418,Alana Toy,F,GENERAL PRACTICE,11906 MADISON AVE,LAKEWOOD,OH,441073715,41.47698773469388,-81.7720702244898,194472,0,CLEVELAND
3057519,1000419,Adella Kozey,F,GENERAL PRACTICE,5500 RIDGE RD STE 138,PARMA,OH,441292367,41.411984,-81.734597,2765,0,CLEVELAND
3057520,1000420,Lenny Fay,M,GENERAL PRACTICE,1701 PAYNE AVENUE,CLEVELAND,OH,441142004,41.504718,-81.680586,257835,0,CLEVELAND
3057521,1000421,Nelson Vandervort,M,GENERAL PRACTICE,11900 FAIRHILL RD,CLEVELAND,OH,441201062,41.48988925,-81.59854917325667,3792967,0,CLEVELAND
3057522,1000422,Laronda MacGyver,F,GENERAL PRACTICE,27691 EUCLID AVE,EUCLID,OH,441322355,41.5947686,-81.491714,462,0,CLEVELAND
3057523,1000423,Keith Shanahan,M,GENERAL PRACTICE,1400 W 25TH ST FL 2,CLEVELAND,OH,441133148,41.4996562,-81.6936813,149346,0,CLEVELAND
3057524,1000424,Hiram Franecki,M,GENERAL PRACTICE,5510 PEARL RD STE 205,PARMA,OH,441292550,41.41147340909091,-81.73653402272727,729396,0,CLEVELAND
3057525,1000425,Deedra Lemke,F,GENERAL PRACTICE,2400 SOUTHEAST BLVD.,WOODMERE,OH,441224632,41.462276,-81.480675,689,0,CLEVELAND
3057526,1000426,Annabell Renner,F,GENERAL PRACTICE,2108 LANDER RD,MAYFIELD HEIGHTS,OH,441244137,41.50347504545454,-81.46337947727272,386,0,CLEVELAND
3057527,1000427,Zulma Strosin,F,GENERAL PRACTICE,2490 LEE BLVD STE 216,CLEVELAND,OH,44115,41.5161474,-81.5699089,1575,0,CLEVELAND
3057528,1000428,Berry Hane,F,GENERAL PRACTICE,18901 LAKE SHORE BLVD,EUCLID,OH,441191078,41.5931049,-81.5267873,2905945,0,CLEVELAND
3057529,1000429,Angelia Wilderman,F,GENERAL PRACTICE,6973 PEARL RD,CLEVELAND,OH,441307831,41.446709,-81.702594,161056,0,CLEVELAND
3057530,1000430,Matt Jerde,M,GENERAL PRACTICE,4510 RICHMOND RD,CLEVELAND,OH,441102602,41.4996562,-81.6936813,16024,0,CLEVELAND
3057531,1000431,Alfred Donnelly,M,GENERAL PRACTICE,3569 RIDGE RD,LAKEWOOD,OH,441073715,41.4819932,-81.7981908,117748,0,CLEVELAND
3057532,1000432,Dennis Labadie,M,GENERAL PRACTICE,25701 N LAKELAND BLVD STE 300,EUCLID,OH,441322452,41.60105688271332,-81.50461302665089,233334,0,CLEVELAND
3057533,1000433,Zenia Bruen,F,GENERAL PRACTICE,11916 LORAIN AVENUE,CLEVELAND,OH,441115408,41.461263,-81.77107257142858,124841,0,CLEVELAND
3057534,1000434,Misti Jones,F,GENERAL PRACTICE,9055 WEST SPRAGUE ROAD,CLEVELAND,OH,441331285,41.4996562,-81.6936813,74737,0,CLEVELAND
3057535,1000435,Jamel Wuckert,M,GENERAL PRACTICE,1867 E 82ND ST,CLEVELAND,OH,441034263,41.507216265625,-81.63060984375001,779,0,CLEVELAND
3057536,1000436,Sandy Turner,M,GENERAL PRACTICE,1756 SAGAMORE RD,NORTHFIELD,OH,440671086,41.34876405,-81.5752518471779,362601,0,CLEVELAND
3057537,1000437,Hassan Emmerich,M,GENERAL PRACTICE,24700 CENTER RIDGE RD STE G20,WESTLAKE,OH,441455665,41.45782174439013,-81.89458383866443,2508,0,CLEVELAND
3057538,1000438,Robert Kautzer,M,GENERAL PRACTICE,29001 CEDAR RD,LYNDHURST,OH,441244041,41.5012598875502,-81.47408372289156,151733,0,CLEVELAND
3057539,1000439,Briana Kiehn,F,GENERAL PRACTICE,4807 ROCKSIDE ROAD  SUITE 110,INDEPENDENCE,OH,441312140,41.39893465,-81.65740278373396,17716,0,CLEVELAND
3057540,1000440,Major Wolf,M,GENERAL PRACTICE,2339 BROADVIEW RD,WARRENSVILLE HTS,OH,441285963,41.4323878,-81.5105218,132877,0,CLEVELAND
3057541,1000441,Donte Braun,M,GENERAL PRACTICE,4242 Lorain Avenue Suite 203,Cleveland,OH,44113,41.479897,-81.71472,1583544,0,CLEVELAND
3057542,1000442,Hattie Schinner,F,GENERAL PRACTICE,3 GATEWAY DRIVE,EUCLID,OH,441192447,41.5931049,-81.5267873,1964,0,CLEVELAND
3057543,1000443,Garland O'Keefe,M,GENERAL PRACTICE,20600 CHAGRIN BLVD,SHAKER HEIGHTS,OH,44122,41.4637345,-81.5342872,1519,0,CLEVELAND
3057544,1000444,Rueben Larson,M,GENERAL PRACTICE,26376 JOHN RD,OLMSTED TWP,OH,441381277,41.394381942672325,-81.916135871902,499,0,CLEVELAND
3057545,1000445,Marjorie Huel,F,GENERAL PRACTICE,16600 W SPRAGUE RD STE 35,MIDDLEBURG HEIGHTS,OH,441306322,41.35080409075342,-81.81062659931507,769,0,CLEVELAND
3057546,1000446,Arron Padberg,M,GENERAL PRACTICE,22199 CENTER RIDGE RD,ROCKY RIVER,OH,441163925,41.45846046843056,-81.86429731544034,75022,0,CLEVELAND
3057547,1000447,Barrett Lueilwitz,M,GENERAL PRACTICE,1802 CRAWFORD RD,CLEVELAND,OH,441062030,41.508023,-81.6284758,1696,0,CLEVELAND
3057548,1000448,Mercy Tremblay,F,GENERAL PRACTICE,2060 S TAYLOR RD,CLEVELAND HEIGHTS,OH,441182657,41.5031635,-81.5563791,1541,0,CLEVELAND
3057549,1000449,Anja Bode,F,GENERAL PRACTICE,5333 NORTHFIELD RD STE 310,BEDFORD HEIGHTS,OH,441461150,41.4235339,-81.5273537,451,0,CLEVELAND
3057550,1000450,Vicki Moore,F,GENERAL PRACTICE,11709 LORAIN AVE,CLEVELAND,OH,441115443,41.461546,-81.7691747,280697,0,CLEVELAND
3057551,1000451,Anissa Homenick,F,GENERAL PRACTICE,18621 NEFF RD,CLEVELAND,OH,441193018,41.5811368,-81.5478605,1886,0,CLEVELAND
3057552,1000452,Randolph Schmidt,M,GENERAL PRACTICE,4400 EUCLID AVE,CLEVELAND,OH,441033734,41.50361198882398,-81.6564211033782,359739,0,CLEVELAND
3057553,1000453,Corey Kemmer,M,GENERAL PRACTICE,17325 EUCLID AVE SUITE 4081,CLEVELAND,OH,441121247,41.55077255102041,-81.55928408163265,5377,0,CLEVELAND
3057554,1000454,Claudia Hodkiewicz,F,GENERAL PRACTICE,6765 STATE ROAD,PARMA,OH,441344581,41.38158287878788,-81.7118523939394,82194,0,CLEVELAND
3057555,1000455,Latashia Gerhold,F,GENERAL PRACTICE,5700 CHEVROLET BLVD,PARMA,OH,441301412,41.408591778523494,-81.7690129261745,5459,0,CLEVELAND
3057600,1000500,Paris Huel,M,GENERAL PRACTICE,840 BRAINARD RD,HIGHLAND HTS,OH,441433210,41.53778185761246,-81.47853474688614,207471,0,CLEVELAND
3057601,1000501,Inge Parker,F,GENERAL PRACTICE,6606 CARNEGIE AVE,CLEVELAND,OH,441034622,41.50157468685848,-81.64441874468608,1981,0,CLEVELAND
3057602,1000502,Logan Rohan,M,GENERAL PRACTICE,88 CENTER RD,BEDFORD,OH,441463620,41.39513752941176,-81.536905,139345,0,CLEVELAND
3057603,1000503,Curt Raynor,M,GENERAL PRACTICE,6455 PEARL RD,PARMA HEIGHTS,OH,441302984,41.385538857142855,-81.76989695238095,6012,0,CLEVELAND
3057604,1000504,Shanelle Schaefer,F,GENERAL PRACTICE,18697 BAGLEY RD STE C-08,CLEVELAND,OH,441308439,41.4996562,-81.6936813,14425,0,CLEVELAND
3057605,1000505,Woodrow Homenick,M,GENERAL PRACTICE,600 EAST GRANGER ROAD  SUITE 100,BROOKLYN HEIGHTS,OH,441316706,41.4213632,-81.6774726,140961,0,CLEVELAND
3057606,1000506,Mitzi Batz,F,GENERAL PRACTICE,6 COLUMBUS ST,BEDFORD,OH,441462819,41.392819374999995,-81.536735875,20284,0,CLEVELAND
3057607,1000507,Ha Schaden,F,GENERAL PRACTICE,2 BEREA COMMONS STE 1,BEREA,OH,440172535,41.3647907,-81.8517759,1388,0,CLEVELAND
3057608,1000508,Val Feest,M,GENERAL PRACTICE,18697 BAGLEY RD,MIDDLEBURG HEIGHTS,OH,441303417,41.369883,-81.83207812557252,2167519,0,CLEVELAND
3057609,1000509,Davis Murazik,M,GENERAL PRACTICE,12333 RIDGE RD,NORTH ROYALTON,OH,441333766,41.323227093645485,-81.73602710367892,2001,0,CLEVELAND
3057610,1000510,Alicia Orta,F,GENERAL PRACTICE,11811 SHAKER BLVD STE 201,CLEVELAND,OH,441201927,41.48430992771085,-81.60093813253012,2479,0,CLEVELAND
3057611,1000511,Kasha Kilback,F,GENERAL PRACTICE,15320 EUCLID AVE,EAST CLEVELAND,OH,441122806,41.5361713,-81.5737943970755,123543,0,CLEVELAND
3057612,1000512,Arlean Hahn,F,GENERAL PRACTICE,4650 ROCKY RIVER DR,CLEVELAND,OH,441353846,41.428456,-81.826156,1041,0,CLEVELAND
3057613,1000513,Arnold Schoen,M,GENERAL PRACTICE,26250 EUCLID AVENUE  SUITE 901,EUCLID,OH,441323696,41.59016934062978,-81.49813731445767,96751,0,CLEVELAND
3057614,1000514,Gary Ledner,M,GENERAL PRACTICE,18697 BAGLEY RD,MIDDLEBURG HEIGHTS,OH,441303417,41.369883,-81.83207812557252,2126490,0,CLEVELAND
3057615,1000515,Elvin Lynch,M,GENERAL PRACTICE,4807 ROCKSIDE RD  SUITE 110,INDEPENDENCE,OH,441312140,41.39893465,-81.65740278373396,18056,0,CLEVELAND
3057616,1000516,Jaleesa Hills,F,GENERAL PRACTICE,4700 ROCKSIDE RD,INDEPENDENCE,OH,441312155,41.3972132,-81.6575101,149,0,CLEVELAND
3057617,1000517,Travis Prosacco,F,GENERAL PRACTICE,18840 FALLING WATER,STRONGSVILLE,OH,441364200,41.32383518875502,-81.83558919277108,407,0,CLEVELAND
3057618,1000518,Noble Hyatt,M,GENERAL PRACTICE,23250 MERCANTILE RD STE 130,SHAKER HTS,OH,441203766,41.4739419,-81.5370671,492212,0,CLEVELAND
3057619,1000519,Kena Rosenbaum,F,GENERAL PRACTICE,4229 PEARL RD,CLEVELAND,OH,441094218,41.43986225,-81.70505222425538,3416457,0,CLEVELAND
3057620,1000520,Trevor Metz,M,GENERAL PRACTICE,402 GOLF VIEW LANE,HIGHLAND HEIGHTS,OH,441434414,41.559609846299594,-81.47619896210621,30525,0,CLEVELAND
3057621,1000521,Everette Hegmann,M,GENERAL PRACTICE,2500 E 22ND STREET,BROOKLYN HEIGHTS,OH,441311869,41.4213632,-81.6774726,5990,0,CLEVELAND
3057622,1000522,Riley Graham,M,GENERAL PRACTICE,8 E PARK CIR,BROOKPARK,OH,441423800,41.4197915,-81.8238184,2113,0,CLEVELAND
3057623,1000523,Dannie Zulauf,F,GENERAL PRACTICE,630 E RIVER ST,WESTLAKE,OH,441458201,41.4553232,-81.9179174,187576,0,CLEVELAND
3057624,1000524,Frank Torp,M,GENERAL PRACTICE,12380 PLAZA DRIVE  SUITE 102,PARMA,OH,441301043,41.399872349999995,-81.77650240648873,198336,0,CLEVELAND
3057625,1000525,Gustavo Hegmann,M,GENERAL PRACTICE,20800 CENTER RIDGE RD,ROCKY RIVER,OH,441164300,41.462475767676764,-81.85075485858586,1519,0,CLEVELAND
3057626,1000526,Sanda Ebert,F,GENERAL PRACTICE,12914 BROADWAY AVE,GARFIELD HTS,OH,441251859,41.436403,-81.610571,161954,0,CLEVELAND
3057627,1000527,Maryam Lynch,F,GENERAL PRACTICE,4510 RICHMOND ROAD,WARRENSVILLE HEIGHTS,OH,441285757,41.43556248979592,-81.49774255102041,37475,0,CLEVELAND
3057628,1000528,Renea Bradtke,F,GENERAL PRACTICE,24800 CHAGRIN BLVD,BEACHWOOD,OH,441225631,41.46438854342984,-81.50386148106904,951,0,CLEVELAND
3057629,1000529,Jenniffer Ebert,F,GENERAL PRACTICE,1730 W 25TH ST,CLEVELAND,OH,441133108,41.48698695,-81.70692009105812,2805334,0,CLEVELAND
3057630,1000530,Eugene Towne,M,GENERAL PRACTICE,38600 CENTER RIDGE RD,BAY VILLAGE,OH,441401670,41.484996,-81.9208434,7,0,CLEVELAND
3057631,1000531,Maryann Kling,F,GENERAL PRACTICE,9127 MILES AVE,CLEVELAND,OH,441056136,41.4453964,-81.62265024999999,551438,0,CLEVELAND
3057632,1000532,Howard McCullough,M,GENERAL PRACTICE,6200 OAK TREE BLVD,VALLEY VIEW,OH,441254209,41.3878312,-81.6045685,4915,0,CLEVELAND
3057633,1000533,Shelby Vandervort,M,GENERAL PRACTICE,2181 AMBLESIDE DR,CLEVELAND,OH,441064621,41.498076488423884,-81.6044678875511,10716,0,CLEVELAND
3057634,1000534,Tillie Berge,F,GENERAL PRACTICE,6929 WEST 130TH STREET,MIDDLEBURG HTS,OH,44130,41.3752812477315,-81.78468000388692,702896,0,CLEVELAND
3057635,1000535,Gerda Kulas,F,GENERAL PRACTICE,6133 ROCKSIDE RD STE 101,INDEPENDENCE,OH,441312240,41.394207,-81.636613,254,0,CLEVELAND
3057636,1000536,Laureen Greenholt,F,GENERAL PRACTICE,29125 CHAGRIN BLVD,PEPPER PIKE,OH,441224622,41.4606207,-81.4599647,493,0,CLEVELAND
3057637,1000537,Faustino Wiza,M,GENERAL PRACTICE,5520 BROADVIEW RD,PARMA,OH,441341605,41.41131805,-81.69445843892763,2854,0,CLEVELAND
3057638,1000538,Lionel Lynch,M,GENERAL PRACTICE,18101 LORAIN AVE,WESTLAKE,OH,441457214,41.4553232,-81.9179174,199485,0,CLEVELAND
3057639,1000539,Akilah Wiegand,F,GENERAL PRACTICE,669 E 200TH ST,EUCLID,OH,441192342,41.587864,-81.540063,7645,0,CLEVELAND
3057640,1000540,Norah Torphy,F,GENERAL PRACTICE,20670 SOUTHGATE PARK BLVD,MAPLE HEIGHTS,OH,441372911,41.41405503821845,-81.5342879040112,2610,0,CLEVELAND
3057641,1000541,Osvaldo Muller,M,GENERAL PRACTICE,43 E BRIDGE ST,CLEVELAND,OH,441304944,41.4996562,-81.6936813,15682,0,CLEVELAND
3057642,1000542,Graciela Harris,F,GENERAL PRACTICE,5311 NORTHFIELD RD,BEDFORD HEIGHTS,OH,441461111,41.4235339,-81.5273537,802,0,CLEVELAND
3057643,1000543,Tori Boyle,F,GENERAL PRACTICE,27100 CEDAR RD,BEACHWOOD,OH,441221156,41.5012234,-81.4845724,1805,0,CLEVELAND
3057644,1000544,Walter Ferry,M,GENERAL PRACTICE,ONE DAVID N MYERS PARKWAY,BEACHWOOD,OH,441221162,41.464498,-81.508732,3860,0,CLEVELAND
3057645,1000545,Temple Pagac,F,GENERAL PRACTICE,22021 BROOKPARK RD STE 143,FAIRVIEW PARK,OH,441263100,41.4191416,-81.8561801,4967,0,CLEVELAND
3057646,1000546,Neil Heller,M,GENERAL PRACTICE,13535 DETROIT AVE STE 4,LAKEWOOD,OH,441074625,41.48508265656566,-81.7855862020202,255738,0,CLEVELAND
3057647,1000547,Marline Durgan,F,GENERAL PRACTICE,7250 OLD OAK BLVD,MIDDLEBURG HEIGHTS,OH,441303341,41.37066550827217,-81.83360300489755,1123,0,CLEVELAND
3057648,1000548,Gerry Windler,M,GENERAL PRACTICE,12025 LARCHMERE BLVD,CLEVELAND,OH,441201136,41.48822055778894,-81.59886230653267,142177,0,CLEVELAND
3057649,1000549,Tereasa Herman,F,GENERAL PRACTICE,24060 LORAIN RD,NORTH OLMSTED,OH,440702234,41.429842637583896,-81.88848915436242,50050,0,CLEVELAND
3057650,1000550,Dario Mante,M,GENERAL PRACTICE,2520 K AVENUE SUITE 100,PLANO,TX,750745342,33.0334654,-96.698325,139218,0,AUSTIN
3057651,1000551,Wayne Pollich,M,GENERAL PRACTICE,11420 FM 2244 RD,AUSTIN,TX,787385527,30.2711286,-97.7436995,1309,0,AUSTIN
3057652,1000552,Oliver Torphy,M,GENERAL PRACTICE,825 ERUNDBERH LN,AUSTIN,TX,787534860,30.2711286,-97.7436995,2977,0,AUSTIN
3057653,1000553,Esperanza Cotto,F,GENERAL PRACTICE,7901 E RIVERSIDE DRIVE BLDG. 2 SUITE 120,AUSTIN,TX,787441661,30.2711286,-97.7436995,330,0,AUSTIN
3057654,1000554,Maya Swaniawski,F,GENERAL PRACTICE,1201 N LAKELINE BLVD STE 400,CEDAR PARK,TX,786136780,30.5170398,-97.8526666,12826,0,AUSTIN
