PATIENT_ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,SYNTHEA_CITY
1229906,1978-03-24,,999-75-9874,S99972714,X84548544X,Mrs.,Pricilla,Hermine,Langworth,,Trantow,M,white,nonhispanic,F,Tampa  Florida  US,445 Graham Trail,Tampa,Florida,Hillsborough County,12057,33614,28.029536501624886,-82.56891814849023,276126.14,609813.28,23299,TAMPA
1229907,2018-01-26,,999-21-1298,,,,Halina,Romana,Murphy,,,,white,hispanic,F,Hollywood  Florida  US,863 Hoeger Burg Unit 4,Tampa,Florida,Hillsborough County,12057,33629,28.037771691573884,-82.4880374748299,1200.0,57856.08,6681,TAMPA
1229908,1978-07-13,,999-51-9500,S99916232,X38125854X,Mrs.,Denyse,,Littel,,Bogisich,M,hawaiian,nonhispanic,F,Tampa  Florida  US,310 Kling Vista,Tampa,Florida,Hillsborough County,12057,33607,27.920253723566752,-82.48875574344396,320138.21,1049443.93,33735,TAMPA
1229909,2005-06-28,,999-47-5131,S99980562,,Mr.,Ross,Leonel,Orn,,,,black,nonhispanic,M,Fruit Cove  Florida  US,940 Toy Trail,Tampa,Florida,Hillsborough County,12057,33629,27.954217436550387,-82.5586716974385,194492.0,969615.95,39255,TAMPA
1229910,1987-09-04,,999-36-6524,S99913574,X74949250X,Mr.,Mohammed,Dong,Hickle,,,D,white,nonhispanic,M,Jacksonville  Florida  US,667 Rogahn Path,Tampa,Florida,Hillsborough County,12057,33603,28.111264978044154,-82.42865303215002,69122.48,78434.56,26302,TAMPA
1229911,1976-09-12,,999-11-3620,S99974622,X21938706X,Mrs.,Gwyn,Oralee,Bosco,,Beatty,M,white,hispanic,F,University  Florida  US,657 Doyle Heights Suite 8,Tampa,Florida,Hillsborough County,12057,33603,27.921396202710127,-82.4898629610159,991469.07,484801.14,39873,TAMPA
1229912,2017-01-20,,999-25-9192,,,,Petra,Kimberlie,Dibbert,,,,white,nonhispanic,F,St. Augustine Beach  Florida  US,209 Bernier Branch,Tampa,Florida,Hillsborough County,12057,33614,28.023179154675443,-82.64839362967423,14204.45,2253.21,137972,TAMPA
1229913,1971-01-22,,999-28-5610,S99950599,X50612309X,Mr.,Quincy,Gerard,Feil,,,M,white,nonhispanic,M,Palm River-Clair Mel  Florida  US,787 Padberg Trace Suite 14,Tampa,Florida,Hillsborough County,12057,33612,28.02989178535847,-82.41079941340475,113954.32,34756.16,27044,TAMPA
1229914,1919-08-10,2024-07-16,999-77-3043,S99910889,X61515373X,Mr.,Jarod,Bennie,Wisoky,,,D,asian,hispanic,M,Harbour Heights  Florida  US,152 Cummings Lane Suite 15,Tampa,Florida,Hillsborough County,12057,33629,27.93774585112391,-82.41476917722554,320855.2,1474545.31,56311,TAMPA
1229915,1967-01-08,,999-58-9102,S99982800,X58883603X,Mr.,Benjamin,Hobert,Carroll,,,W,black,nonhispanic,M,Miami  Florida  US,1018 Dach Junction,Tampa,Florida,Hillsborough County,12057,33612,28.144323840349323,-82.38463595209456,1178072.25,45918.55,71429,TAMPA
1229916,2003-12-05,,999-71-8770,S99954583,X61906786X,Ms.,Klara,Janita,Mayert,,,,white,nonhispanic,F,Ojus  Florida  US,196 Bahringer Gateway Unit 33,Tampa,Florida,Hillsborough County,12057,33611,27.997685454311945,-82.49301277151234,126635.87,1095460.91,52991,TAMPA
1229917,1966-01-20,,999-15-2037,S99995152,X74184628X,Mr.,Aaron,Ashley,Crooks,,,M,white,nonhispanic,M,Sarasota  Florida  US,264 Barton Camp Suite 63,Tampa,Florida,Hillsborough County,12057,33604,27.990512944586943,-82.36439070853437,1266620.78,135718.53,51799,TAMPA
1229918,1970-04-13,,999-83-5800,S99946318,X82081347X,Mrs.,Debbie,Adriane,Lakin,,Jast,M,white,nonhispanic,F,Panama City Beach  Florida  US,980 Ziemann Drive Unit 85,Tampa,Florida,Hillsborough County,12057,33647,27.953146753998958,-82.37800299754106,1366498.26,123856.1,74334,TAMPA
1229919,1964-12-29,,999-72-7844,S99924652,X61798971X,Mr.,Noel,Clyde,Johnson,,,M,white,nonhispanic,M,Inverness Highlands North  Florida  US,440 Ritchie Parade,Tampa,Florida,Hillsborough County,12057,33614,27.86867767018235,-82.5074670185491,241287.36,708189.09,35564,TAMPA
1229920,1957-11-09,,999-39-4616,S99966167,X29235839X,Mrs.,Adelaide,Robbin,Rowe,,Luettgen,D,white,nonhispanic,F,Clermont  Florida  US,1038 Legros Divide Suite 7,Tampa,Florida,Hillsborough County,12057,33602,28.03734892221623,-82.43630332514688,569760.81,672102.51,116876,TAMPA
1229921,1941-06-16,,999-72-4473,S99911885,X7450605X,Mr.,Juan,Merlin,Breitenberg,,,M,asian,nonhispanic,M,Kendale Lakes  Florida  US,946 Greenfelder Estate Apt 62,Tampa,Florida,Hillsborough County,12057,33612,28.074094223371432,-82.37075202142044,382629.52,257365.91,40434,TAMPA
1229922,1951-04-03,,999-34-4140,S99965242,X73316337X,Mrs.,Vania,Blondell,Connelly,,Ortiz,M,white,nonhispanic,F,Port St. John  Florida  US,319 Jenkins Rest Apt 9,Tampa,Florida,Hillsborough County,12057,33617,27.920265610914345,-82.46871303794637,1435139.86,82702.63,56533,TAMPA
1229923,1970-01-24,,999-69-1029,S99995642,X43234479X,Mr.,Leon,,Terry,,,M,white,nonhispanic,M,Opa-locka  Florida  US,266 Jenkins Lock Suite 73,Tampa,Florida,Hillsborough County,12057,33647,28.006560456768252,-82.47979471049223,1199633.73,519926.28,76784,TAMPA
1229924,1976-05-20,,999-91-1535,S99986911,X78537058X,Mrs.,Colene,Bessie,Brown,,Krajcik,M,white,nonhispanic,F,Miami Beach  Florida  US,381 Mann Glen,Tampa,Florida,Hillsborough County,12057,33647,28.031293351559544,-82.54122851252939,374228.1,718090.81,7710,TAMPA
1229925,2005-01-05,,999-57-9440,S99995211,,Ms.,Sherry,Angeline,Brakus,,,,white,nonhispanic,F,Tallahassee  Florida  US,615 Ankunding Pathway Suite 49,Tampa,Florida,Hillsborough County,12057,33637,28.082828707006367,-82.36797207419279,107242.51,0.0,107269,TAMPA
1229926,1982-06-20,,999-49-3508,S99929144,X15032969X,Mr.,Quintin,Johnathan,Hand,,,D,black,nonhispanic,M,Jacksonville  Florida  US,235 Effertz Key,Tampa,Florida,Hillsborough County,12057,33629,28.011762196099692,-82.47584919272695,168492.16,53376.71,29306,TAMPA
1229927,2014-07-15,,999-89-3335,,,,Shayne,Elicia,Nolan,,,,white,nonhispanic,F,Hialeah  Florida  US,1087 Stamm Route,Tampa,Florida,Hillsborough County,12057,33647,27.886610781822046,-82.48591548829319,22239.24,27007.91,163795,TAMPA
1229928,1987-02-27,,999-26-3128,S99918229,X54921704X,Mrs.,Lois,Christy,Jones,,Corkery,D,white,nonhispanic,F,Greenacres  Florida  US,843 Brakus Branch,Tampa,Florida,Hillsborough County,12057,33604,27.893557973827683,-82.49751029470157,320543.3,603066.18,42859,TAMPA
1229929,1987-08-24,,999-91-4339,S99937329,X13732271X,Mr.,Ernest,Blake,Simonis,,,S,white,nonhispanic,M,Cape Coral  Florida  US,558 Fahey Route Unit 6,Tampa,Florida,Hillsborough County,12057,33618,28.134271161598015,-82.359077328112,131405.24,21246.74,68893,TAMPA
1229930,2015-08-04,,999-24-8488,,,,Reid,Tim,Fritsch,,,,white,nonhispanic,M,Crestview  Florida  US,291 Wintheiser Trail,Tampa,Florida,Hillsborough County,12057,33621,27.9797709220104,-82.44677035732641,43469.29,4666.06,57174,TAMPA
1229931,2013-09-19,,999-54-5260,,,,Kristofer,Raul,Cummerata,,,,white,nonhispanic,M,Sarasota Springs  Florida  US,224 Muller Ferry Suite 7,Tampa,Florida,Hillsborough County,12057,33612,27.955333720717544,-82.47755394233553,2650.0,46344.39,18723,TAMPA
1229932,2001-02-11,,999-97-3864,S99945903,X16549118X,Mr.,Fidel,Alejandro,Heathcote,,,,white,nonhispanic,M,South Bradenton  Florida  US,536 Nikolaus Loaf,Tampa,Florida,Hillsborough County,12057,33635,28.037379686554058,-82.3918722450646,145455.88,888689.82,40611,TAMPA
1229933,2006-02-08,,999-42-1619,S99991550,,Mr.,Moises,Lawerence,Buckridge,,,,white,nonhispanic,M,Palm Bay  Florida  US,763 Davis Byway Apt 29,Tampa,Florida,Hillsborough County,12057,33615,27.96019067871254,-82.42062398169436,66283.28,22540.78,74035,TAMPA
1229934,2014-04-20,,999-78-6866,,,,Veronica,,Powlowski,,,,white,hispanic,F,Miramar  Florida  US,401 Skiles Mill Unit 77,Tampa,Florida,Hillsborough County,12057,33605,27.88007309482629,-82.45201474914268,29565.78,2012.69,190721,TAMPA
1229935,1919-08-10,1971-06-18,999-55-1794,S99996126,X28145842X,Mr.,Oscar,Prince,Spencer,,,D,asian,hispanic,M,South Miami  Florida  US,532 Graham Drive,Tampa,Florida,Hillsborough County,12057,33635,27.973991981127057,-82.54446969910067,850119.48,0.0,56311,TAMPA
1229936,1989-04-07,,999-46-1934,S99978701,X72452689X,Mrs.,Inell,Kirstie,Cole,,Koepp,M,asian,nonhispanic,F,Miami  Florida  US,496 Rohan Viaduct Apt 4,Tampa,Florida,Hillsborough County,12057,33647,27.961279886979167,-82.45770523366647,245772.45,592703.81,135133,TAMPA
1229937,2004-02-03,,999-64-3699,S99971149,X19390987X,Ms.,Elvira,Patrice,Keebler,,,,hawaiian,nonhispanic,F,Jacksonville  Florida  US,777 Bechtelar Row Unit 66,Tampa,Florida,Hillsborough County,12057,33647,27.963074025647277,-82.57022662169122,118520.38,305756.48,66327,TAMPA
1229938,1968-06-23,,999-69-1631,S99912391,X15468375X,Mrs.,María José,Marilu,Alcaraz,,Ortega,D,white,hispanic,F,Carolina  Puerto Rico  PR,970 Stracke Promenade Unit 65,Tampa,Florida,Hillsborough County,12057,33637,28.075956234230507,-82.44046047235925,1622754.18,0.0,99940,TAMPA
1229939,2003-03-21,,999-17-1069,S99970677,X49672542X,Ms.,Madeline,Savannah,Rohan,,,,black,hispanic,F,Altamonte Springs  Florida  US,805 Mante Fort,Tampa,Florida,Hillsborough County,12057,33612,28.039808271194264,-82.36591405338515,88749.03,396427.88,29995,TAMPA
1229940,2021-08-27,,999-89-4648,,,,Kory,Jerold,Wuckert,,,,white,nonhispanic,M,Jacksonville  Florida  US,766 Huels Estate,Tampa,Florida,Hillsborough County,12057,33604,27.978830056216037,-82.4237469239109,947.78,20415.25,6157,TAMPA
1229941,1976-01-27,,999-99-5558,S99983695,X22476071X,Mr.,Lazaro,Randolph,Kling,,,S,white,nonhispanic,M,Hallandale Beach  Florida  US,223 Ratke Grove Unit 76,Tampa,Florida,Hillsborough County,12057,33620,27.822790780724166,-82.50652017956193,62661.5,139658.32,20164,TAMPA
1229942,1975-09-14,,999-44-9201,S99982072,X45198969X,Mr.,Gail,Rodney,Reichert,,,S,black,hispanic,M,Miramar  Florida  US,622 Corkery Mews Unit 53,Tampa,Florida,Hillsborough County,12057,33619,27.958266562529936,-82.47132781826413,239235.59,215498.1,3060,TAMPA
1229943,2003-03-06,,999-65-7302,S99934825,X79046874X,Mr.,Milford,Michel,Wolff,,,,white,nonhispanic,M,Coconut Creek  Florida  US,276 Beatty Stravenue,Tampa,Florida,Hillsborough County,12057,33621,27.901020369031123,-82.35236070712664,11580.73,69095.1,8616,TAMPA
1229944,1955-12-08,,999-59-3273,S99945514,X7939829X,Mr.,Josue,Adam,Weber,,,S,white,hispanic,M,Middleburg  Florida  US,403 Mueller Spur Unit 28,Tampa,Florida,Hillsborough County,12057,33607,28.036060511878492,-82.46216069347736,141373.72,458892.37,13102,TAMPA
1229945,1975-10-06,2020-11-09,999-60-4670,S99940106,X70624724X,Mrs.,Maryalice,,Hickle,,Shields,M,white,hispanic,F,Pensacola  Florida  US,413 Bernhard Fort,Tampa,Florida,Hillsborough County,12057,33621,28.089660035399508,-82.47710558665236,378264.81,2153015.32,507236,TAMPA
1229946,1987-10-15,,999-33-8056,S99916674,X66743335X,Mr.,Hiram,Adolfo,Macejkovic,,,M,white,hispanic,M,Lake Mary  Florida  US,325 Nader Haven Suite 7,Tampa,Florida,Hillsborough County,12057,33618,27.88493474997104,-82.55934566682629,108650.27,20445.18,63923,TAMPA
1229947,1978-09-04,,999-36-7085,S99945708,X18180305X,Mr.,Quinn,,Hane,,,M,white,nonhispanic,M,Boca Raton  Florida  US,221 Schuster Estate,Tampa,Florida,Hillsborough County,12057,33616,27.976300195907054,-82.39517612152153,60287.64,986779.2,11171,TAMPA
1229948,2017-04-16,,999-64-7641,,,,Demarcus,Noah,Boyle,,,,white,nonhispanic,M,Gainesville  Florida  US,983 Cronin Crossroad Suite 19,Tampa,Florida,Hillsborough County,12057,33605,27.966685396908645,-82.40860588404199,17192.81,0.0,82317,TAMPA
1229949,1983-06-14,,999-56-5710,S99991875,X10286642X,Mr.,Joaquin,Major,Price,,,M,black,nonhispanic,M,Apopka  Florida  US,135 Franecki Plaza,Tampa,Florida,Hillsborough County,12057,33603,27.91104547270655,-82.47666978296355,142703.35,2876.0,101319,TAMPA
1229950,1992-04-09,,999-70-5014,S99989156,X6380003X,Mr.,Spencer,August,Harvey,,,M,white,nonhispanic,M,Winter Garden  Florida  US,110 Klein Viaduct,Tampa,Florida,Hillsborough County,12057,33620,28.085326440787895,-82.48996045122622,126662.97,52499.15,27791,TAMPA
1229951,1959-10-07,2017-01-11,999-79-1668,S99991453,X7757512X,Mr.,Cliff,Ramiro,Bashirian,,,M,white,hispanic,M,Oakland Park  Florida  US,427 Mitchell Meadow Unit 53,Tampa,Florida,Hillsborough County,12057,33605,27.908805045831485,-82.57663914460618,237373.13,939653.44,10423,TAMPA
1229952,2020-12-31,2024-04-11,999-78-3346,,,,Lorena,,Piña,,,,asian,hispanic,F,Puebla  Puebla  MX,1037 Stamm Path Unit 36,Tampa,Florida,Hillsborough County,12057,33647,28.02373417942577,-82.39014509249623,15515.68,21651.91,80061,TAMPA
1229953,2020-12-31,,999-47-8312,,,,Berta,María,Robledo,,,,asian,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,530 Cartwright Trace Suite 32,Tampa,Florida,Hillsborough County,12057,33605,27.928439702001874,-82.4772913602768,16101.51,979.6,80061,TAMPA
1229954,1989-12-13,,999-90-9857,S99954340,X12985205X,Mrs.,Ivelisse,Thuy,Wunsch,,Rodriguez,M,white,nonhispanic,F,Miami  Florida  US,700 Gutmann Road Suite 54,Tampa,Florida,Hillsborough County,12057,33616,28.023749091548986,-82.62770506361866,449927.92,439993.59,10769,TAMPA
1229955,1991-12-01,,999-32-2775,S99949157,X85694273X,Mr.,Melvin,Dewayne,Wolff,,,M,white,nonhispanic,M,Hialeah  Florida  US,668 Hyatt Walk,Tampa,Florida,Hillsborough County,12057,33605,27.886920490362467,-82.49932581275017,36948.88,154440.24,14592,TAMPA
1229956,1994-06-03,,999-87-3742,S99912740,X45701337X,Mr.,Lloyd,Jeramy,Reinger,,,S,white,nonhispanic,M,Jupiter  Florida  US,1066 Crooks Skyway,Tampa,Florida,Hillsborough County,12057,33611,28.024074677807775,-82.48228825457973,129639.0,64377.0,56573,TAMPA
1229957,2018-04-27,,999-58-2961,,,,Oda,Karol,Veum,,,,white,nonhispanic,F,Largo  Florida  US,646 Daniel Harbor Unit 49,Tampa,Florida,Hillsborough County,12057,33637,28.053157958433342,-82.46896177081884,1200.0,23335.72,8694,TAMPA
1229958,2022-05-28,,999-14-8546,,,,Nathan,Randal,Wunsch,,,,white,nonhispanic,M,St. Cloud  Florida  US,921 Lesch Drive,Tampa,Florida,Hillsborough County,12057,33634,28.079728763001366,-82.30712178513234,500.0,8688.27,17993,TAMPA
1229959,2017-03-06,,999-91-8924,,,,Javier,Marco Antonio,Lozano,,,,white,hispanic,M,Bayamon  Puerto Rico  PR,1078 Stanton Fork,Tampa,Florida,Hillsborough County,12057,33605,28.047794217500154,-82.33475027300778,15187.13,6041.17,63779,TAMPA
1229960,1975-10-06,,999-47-8459,S99938465,X55265341X,Mrs.,Marvella,Tammie,Ortiz,,Swaniawski,D,white,hispanic,F,Fuller Heights  Florida  US,1092 Streich Junction,Tampa,Florida,Hillsborough County,12057,33616,28.121135091324806,-82.368579025164,254793.74,534937.4,507236,TAMPA
1229961,1973-03-30,,999-52-5647,S99916295,X16584843X,Mr.,Carmen,Richie,Wiegand,,,S,black,nonhispanic,M,Jupiter  Florida  US,163 Deckow Village,Tampa,Florida,Hillsborough County,12057,33604,27.977940097470956,-82.5135748288428,142184.43,191021.59,3365,TAMPA
1229962,1969-11-21,,999-83-8070,S99960933,X72882830X,Mr.,Levi,Bertram,Littel,,,S,white,nonhispanic,M,Florida Ridge  Florida  US,570 Leffler Haven,Tampa,Florida,Hillsborough County,12057,33619,27.852543139401728,-82.49022259491656,139913.88,682623.52,31426,TAMPA
1229963,1946-05-31,2022-04-04,999-21-3358,S99965190,X23533666X,Mrs.,Lauran,Chanel,Stokes,,Abernathy,M,white,nonhispanic,F,Jacksonville  Florida  US,1010 Roob Wall,Tampa,Florida,Hillsborough County,12057,33634,27.94602881729954,-82.4634617969834,2108157.01,277767.66,48805,TAMPA
1229964,1981-12-16,,999-72-9127,S99968256,X70810525X,Mrs.,Brett,,Murazik,,Heidenreich,M,white,nonhispanic,F,Tampa  Florida  US,212 Nikolaus Haven Apt 55,Tampa,Florida,Hillsborough County,12057,33609,28.127922810958456,-82.42243823710858,85200.32,526191.22,13298,TAMPA
1229965,2018-06-24,,999-46-1230,,,,Lila,Mike,Sipes,,,,white,hispanic,F,Pembroke Pines  Florida  US,562 Mante Terrace,Tampa,Florida,Hillsborough County,12057,33618,27.851988511325732,-82.49580144455743,1738.88,39470.4,23097,TAMPA
1229966,2014-08-23,,999-93-8112,,,,Barbara,,Domínguez,,,,white,hispanic,F,Bayamon  Puerto Rico  PR,912 Buckridge Trail,Tampa,Florida,Hillsborough County,12057,33618,28.07138224759494,-82.4687486061895,1113.0,35928.9,9156,TAMPA
1229967,2019-05-26,,999-98-7816,,,,Shantel,,Hermann,,,,white,nonhispanic,F,Alturas  Florida  US,751 Aufderhar Ranch,Tampa,Florida,Hillsborough County,12057,33616,28.005846543174872,-82.41128872125911,650.0,17819.27,2978,TAMPA
1229968,2018-10-04,,999-15-8822,,,,Celena,Virgen,Spencer,,,,black,nonhispanic,F,Tallahassee  Florida  US,1091 Bogan Course,Tampa,Florida,Hillsborough County,12057,33611,28.043061791169286,-82.42282186455954,5176.16,13620.94,25321,TAMPA
1229969,1987-02-06,,999-27-7754,S99995576,X25474440X,Mr.,Leon,Johnson,Schinner,,,M,white,hispanic,M,Buenaventura Lakes  Florida  US,779 Osinski Trace,Tampa,Florida,Hillsborough County,12057,33606,28.051651008749023,-82.3835674477424,124660.18,88263.61,25129,TAMPA
1229970,1959-10-07,,999-31-7751,S99969180,X22497838X,Mr.,Darrell,Numbers,VonRueden,,,D,white,hispanic,M,Orlando  Florida  US,1058 Hessel Common,Tampa,Florida,Hillsborough County,12057,33634,27.997915932456458,-82.5539173466507,296597.56,415304.09,10423,TAMPA
1229971,1973-09-28,,999-45-4667,S99912408,X58088441X,Mr.,Virgil,Johnathan,Mante,,,M,white,nonhispanic,M,Town 'n' Country  Florida  US,894 Marks Track,Tampa,Florida,Hillsborough County,12057,33635,27.987002730695377,-82.44029943722981,195196.78,400613.66,17372,TAMPA
1229972,1980-04-21,,999-43-3513,S99979074,X71399253X,Mrs.,Kimberley,Marita,Cummerata,,Weissnat,M,black,nonhispanic,F,Town 'n' Country  Florida  US,188 Stanton Avenue Suite 40,Tampa,Florida,Hillsborough County,12057,33616,27.939742729816803,-82.41837098161392,856770.93,0.0,65003,TAMPA
1229973,1983-09-30,,999-93-2187,S99949608,X89202557X,Mr.,Gilberto,Kenny,Zieme,,,S,white,nonhispanic,M,Oakland Park  Florida  US,880 Smitham Annex,Tampa,Florida,Hillsborough County,12057,33603,27.86865070849045,-82.53581066945468,303111.07,636112.77,32334,TAMPA
1229974,1919-08-10,2020-12-29,999-84-1644,S99954705,X69826279X,Mr.,Margarito,,Gleichner,,,S,asian,hispanic,M,Jacksonville  Florida  US,345 Hettinger Boulevard,Tampa,Florida,Hillsborough County,12057,33604,28.04274806699318,-82.40637756905625,207656.82,844810.25,56311,TAMPA
1229975,2007-10-30,,999-90-5328,S99997852,,,Julio César,,Cavazos,,,,native,hispanic,M,La Paz  Baja California  MX,857 Hahn Burg,Tampa,Florida,Hillsborough County,12057,33634,27.962948816909265,-82.53382591792837,3445.56,98376.47,5898,TAMPA
1229976,1915-01-16,1994-12-17,999-82-7287,S99963063,X31354533X,Mr.,Demarcus,,Gerhold,,,M,white,nonhispanic,M,Rio de Janerio  Rio de Janerio  BR,716 Sauer Trailer Suite 32,Tampa,Florida,Hillsborough County,12057,33610,28.04175346732991,-82.4605379805346,393430.28,166445.75,44582,TAMPA
1229977,2003-09-13,,999-37-9425,S99961814,X31309938X,Ms.,Nola,Martine,Waelchi,,,,white,nonhispanic,F,Winter Haven  Florida  US,1001 O'Hara Trail Apt 92,Tampa,Florida,Hillsborough County,12057,33629,28.007402136539003,-82.41263295065939,144026.3,0.0,82858,TAMPA
1229978,1941-08-25,,999-83-1135,S99979119,X74106738X,Mr.,Luis,Darin,Walsh,,,W,white,nonhispanic,M,Miami  Florida  US,795 Gerhold Green,Tampa,Florida,Hillsborough County,12057,33615,28.128100354093785,-82.4205263337637,114904.15,279797.08,20941,TAMPA
1229979,2002-08-15,,999-57-6760,S99914054,X65532486X,Ms.,Angelia,Lakia,Witting,,,,white,hispanic,F,North Miami Beach  Florida  US,127 Kemmer Drive,Tampa,Florida,Hillsborough County,12057,33629,28.001452372694406,-82.47737510460779,106136.58,53532.28,415370,TAMPA
1229980,2006-08-09,,999-32-8759,S99954098,,Ms.,Carlota,,Rentería,,,,white,hispanic,F,Port-au-Prince  Haiti  HT,171 Kemmer Dale,Tampa,Florida,Hillsborough County,12057,33606,28.05749629419277,-82.35328953746199,4350.0,296637.6,1714,TAMPA
1229981,1980-05-17,,999-31-2966,S99926406,X53508801X,Mr.,Filiberto,Long,Davis,,,M,black,nonhispanic,M,Deltona  Florida  US,285 Altenwerth Mall,Tampa,Florida,Hillsborough County,12057,33611,27.965990461468206,-82.53850669347858,176838.27,30804.42,50848,TAMPA
1229982,1959-03-26,2006-09-05,999-27-2368,S99933925,X24934330X,Mr.,Burt,Quinn,Runolfsson,,,S,white,hispanic,M,Pompano Beach  Florida  US,391 Hane Gate,Tampa,Florida,Hillsborough County,12057,33614,28.04552289297607,-82.3260560293612,223464.41,342423.28,32232,TAMPA
1229983,1946-05-31,2021-11-23,999-22-9454,S99921946,X87445624X,Mrs.,Ingeborg,Sarina,Pouros,,Thiel,M,white,nonhispanic,F,Pinellas Park  Florida  US,969 Hettinger Dam,Tampa,Florida,Hillsborough County,12057,33618,28.03698841140558,-82.40817535810655,1534409.15,745124.66,48805,TAMPA
1229984,1988-07-15,,999-45-3928,S99941226,X79213849X,Mrs.,Cherise,Jonie,Schaden,,Rau,M,white,nonhispanic,F,Jacksonville  Florida  US,576 Ebert Mall,Tampa,Florida,Hillsborough County,12057,33612,28.023605594027973,-82.51393620996149,222761.03,490043.79,42597,TAMPA
1229985,1991-11-12,,999-27-9209,S99963298,X30332236X,Mr.,Fletcher,Percy,Sipes,,,M,white,nonhispanic,M,Cooper City  Florida  US,357 Wilderman Stravenue,Tampa,Florida,Hillsborough County,12057,33615,27.914652831453814,-82.50804748016732,94733.76,0.0,59633,TAMPA
1229986,1993-01-27,,999-27-9924,S99950665,X41553515X,Mrs.,Sharonda,Louie,Flatley,,Herzog,M,white,nonhispanic,F,Lake Magdalene  Florida  US,755 Torp Avenue Apt 22,Tampa,Florida,Hillsborough County,12057,33621,27.899864190155522,-82.53435281629294,275411.28,290131.52,32628,TAMPA
1229987,1972-01-21,,999-65-8494,S99956926,X46778272X,Mrs.,Zenaida,Carisa,Orn,,Bode,D,black,hispanic,F,Asbury Lake  Florida  US,802 Auer Walk Unit 0,Tampa,Florida,Hillsborough County,12057,33614,27.94561808910562,-82.4816256256891,1217782.31,54039.44,52238,TAMPA
1229988,1980-11-22,,999-61-5680,S99915219,X16106051X,Mr.,Wayne,Julio,Schaden,,,S,white,nonhispanic,M,Hialeah  Florida  US,172 Kihn Meadow Unit 51,Tampa,Florida,Hillsborough County,12057,33615,27.862881378371206,-82.45741421756118,106314.74,13251.04,141536,TAMPA
1229989,1966-02-26,,999-49-4387,S99948758,X34893767X,Mrs.,Victoria,Marilu,Zambrano,,Flores,D,black,hispanic,F,La Paz  Baja California  MX,330 Trantow Fort Suite 10,Tampa,Florida,Hillsborough County,12057,33621,27.88163575729074,-82.42337163001775,1286137.2,144598.07,64619,TAMPA
1229990,2023-04-04,,999-84-2940,,,,Eduardo,Thanh,Kunde,,,,white,nonhispanic,M,Lakeside  Florida  US,1078 Smitham Green Apt 98,Tampa,Florida,Hillsborough County,12057,33604,28.05570474445984,-82.40572562540365,7754.17,0.0,88221,TAMPA
1229991,1932-11-29,,999-12-5318,S99913033,X52065894X,Mr.,Zackary,Antony,Stehr,,,M,hawaiian,hispanic,M,Cape Coral  Florida  US,846 Schinner Union,Tampa,Florida,Hillsborough County,12057,33647,28.044573953727852,-82.45361430431326,115797.34,558230.2,11825,TAMPA
1229992,1915-01-16,1996-04-23,999-42-2168,S99966469,X9232789X,Mr.,Emory,,Ebert,,,M,white,nonhispanic,M,Braga  Minho  PT,846 Hilpert Corner Apt 22,Tampa,Florida,Hillsborough County,12057,33634,27.92898872362317,-82.39735495148257,311753.07,341703.31,44582,TAMPA
1229993,2006-05-17,,999-86-7712,S99910067,,Mr.,Hai,,D'Amore,,,,white,nonhispanic,M,Jacksonville  Florida  US,310 Lehner Pathway,Tampa,Florida,Hillsborough County,12057,33607,28.170763648771132,-82.35970395940194,10653.76,802478.56,20317,TAMPA
1229994,1992-08-11,,999-35-9263,S99985408,X14791010X,Mrs.,Robert,Alise,Langosh,,Okuneva,M,white,nonhispanic,F,Deerfield Beach  Florida  US,1087 Cartwright Overpass Unit 56,Tampa,Florida,Hillsborough County,12057,33621,28.01778699021691,-82.33109424596461,162386.39,833191.28,13638,TAMPA
1229995,1975-10-16,,999-56-7019,S99990119,X4338149X,Mrs.,Junie,Claudette,Powlowski,,O'Kon,M,white,nonhispanic,F,Fort Walton Beach  Florida  US,442 Lowe Junction,Tampa,Florida,Hillsborough County,12057,33604,27.952140800251467,-82.44081303705582,338190.96,620608.87,15141,TAMPA
1229996,1959-03-26,,999-14-2634,S99992758,X55073594X,Mr.,Esteban,,Wilderman,,,M,white,hispanic,M,Land O' Lakes  Florida  US,469 Yundt Mill,Tampa,Florida,Hillsborough County,12057,33604,28.068017903588203,-82.40638865744,389521.61,354300.01,32232,TAMPA
1229997,1981-12-14,,999-45-4716,S99958426,X34691196X,Mr.,Hugh,Maxwell,Kertzmann,,,M,white,nonhispanic,M,Jacksonville  Florida  US,670 Marks Annex Suite 82,Tampa,Florida,Hillsborough County,12057,33604,27.958812366292946,-82.47074725388002,43068.1,113387.85,41089,TAMPA
1229998,2018-11-28,,999-64-8400,,,,Arica,Asia,Stamm,,,,black,nonhispanic,F,Jacksonville  Florida  US,516 Bernier Forge Apt 17,Tampa,Florida,Hillsborough County,12057,33647,27.892684165977414,-82.47978019894394,19476.58,6076.72,88828,TAMPA
